"id","name","description","img"
"640c2dd963a319ea671e37c7",Duck Fat,"Rendered fat from ducks that has a rich, savory flavor and high smoke point, commonly used for cooking and roasting.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37c7.png
"640c2dd963a319ea671e3840",Scotch Bonnet,"Scotch bonnet, also known as bonney peppers, or Caribbean red peppers, is a variety of chili pepper named for its resemblance to a tam o' shanter hat. Also called ata rodo by Yoruba speakers of Nigeria, it is found mainly in the Caribbean islands; it is also found in Guyana (where it is called the ball-of-fire pepper), the Maldives Islands (where it is called githeyo mirus), Panama (where it is called aji chombo) and West Africa. Most Scotch bonnets have a heat rating of 100,000–350,000 Scoville units. For comparison, most jalapeño peppers have a heat rating of 2,500 to 8,000 on the Scoville scale. However, completely sweet varieties of Scotch bonnet are grown on some of the Caribbean islands, called cachucha peppers. These peppers are used to flavour many different dishes and cuisines worldwide and are often used in hot sauces and condiments. The Scotch bonnet has a sweeter flavour and stouter shape, distinct from its habanero relative with which it is often confused, and gives jerk dishes (pork/chicken) and other Caribbean dishes their unique flavour. Scotch bonnets are mostly used in West African, Antiguan, Kittitian/Nevisian, Anguilan, Dominican, St. Lucian, St Vincentian, Grenadian, Trinidadian, Jamaican, Barbadian, Guyanese, Surinamese, Haitian and Cayman cuisines and pepper sauces, though they often show up in other Caribbean recipes. It is also used in Costa Rica and Panama for Caribbean-styled recipes such as rice and beans, Rondón, saus, beef patties, and Ceviche. Fresh, ripe Scotch bonnets can change from green to yellow to scarlet red, however many other breeds of this pepper can ripen to orange, yellow, peach, or even a chocolate brown.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3840.png
"640c2dd963a319ea671e3803",Haddock,"A saltwater fish that is commonly found in the North Atlantic and is often used in cooking due to its mild, slightly sweet flavor and firm texture.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3803.png
"640c2dd963a319ea671e371a",Madras Paste,"Madras paste is a blend of spices commonly used in Indian cuisine, particularly in dishes from the Madras region. It typically includes ingredients such as coriander, cumin, turmeric, and chili peppers, and is often used as a marinade or seasoning for meat, fish, or vegetables.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e371a.png
"640c2dd963a319ea671e3856",Light Rum,"Rum is a distilled alcoholic drink made from sugarcane byproducts, such as molasses, or directly from sugarcane juice, by a process of fermentation and distillation. The distillate, a clear liquid, is then usually aged in oak barrels. The majority of the world's rum production occurs in the Caribbean and Latin America. Rum is also produced in Australia, Portugal, Austria, Canada, Fiji, India, Japan, Mauritius, Nepal, New Zealand, the Philippines, Reunion Island, South Africa, Spain, Sweden, Taiwan, Thailand, the United Kingdom and the United States. Rums are produced in various grades. Light rums are commonly used in cocktails, whereas ""golden"" and ""dark"" rums were typically consumed straight or neat, on the rocks, or used for cooking, but are now commonly consumed with mixers. Premium rums are also available, made to be consumed either straight or iced. Rum plays a part in the culture of most islands of the West Indies as well as in The Maritimes and Newfoundland. This drink has famous associations with the Royal Navy (where it was mixed with water or beer to make grog) and piracy (where it was consumed as bumbo). Rum has also served as a popular medium of economic exchange, used to help fund enterprises such as slavery (see Triangular trade), organized crime, and military insurgencies (e.g., the American Revolution and Australia's Rum Rebellion).",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3856.png
"640c2dd963a319ea671e3724",Mozzarella Balls,"Small, round balls of mozzarella cheese that are soft, smooth, and milky in flavor, and are often used as a topping for pizzas, salads, and pasta dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3724.png
"640c2dd963a319ea671e377f",Tomatoes,"A juicy and flavorful fruit that comes in a variety of colors and sizes, commonly used in many cuisines around the world, particularly in Mediterranean and Latin American cuisines.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e377f.png
"640c2dd963a319ea671e377a",Thai Green Curry Paste,"A spicy blend of herbs and spices, including green chilies, lemongrass, and galangal, used as a base for Thai green curry.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e377a.png
"640c2dd963a319ea671e3733",Paprika,"A spice made from ground dried peppers, commonly used in Hungarian, Spanish, and Indian cooking.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3733.png
"640c2dd963a319ea671e372c",Olive Oil,"A type of oil made from pressing whole olives, commonly used in cooking and as a salad dressing.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e372c.png
"640c2dd963a319ea671e3853",Noodles,"Noodles are a staple food in many cultures. They are made from unleavened dough which is stretched, extruded, or rolled flat and cut into one of a variety of shapes. While long, thin strips may be the most common, many varieties of noodles are cut into waves, helices, tubes, strings, or shells, or folded over, or cut into other shapes. Noodles are usually cooked in boiling water, sometimes with cooking oil or salt added. They are often pan-fried or deep-fried. Noodles are often served with an accompanying sauce or in a soup. Noodles can be refrigerated for short-term storage or dried and stored for future use. The material composition or geocultural origin must be specified when discussing noodles. The word derives from the German word Nudel.[1]",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3853.png
"640c2dd963a319ea671e3891",Mulukhiyah,"Mulukhiyah , molokheyya ,molokhia or mulukhiyyah (Arabic:  mulūkhiyyah) Greek : molokha is the leaves of Corchorus olitorius, commonly known in English as jute, nalta jute, tossa jute , jute mallow or Jew's mallow. It is used as a vegetable. It is popular in Middle East, East African and North African countries and is called “Saluyot” in the Philippines. Mulukhiyah is rather bitter, and when boiled, the resulting liquid is a thick, highly mucilaginous broth; it is often described as ""slimy"", rather like cooked okra. Mulukhiyah is generally eaten cooked, not raw, and is most frequently turned into a kind of soup or stew, typically bearing the same name as the vegetable in the local language. Traditionally mulukhiyah is cooked with chicken or at least chicken stock for flavor and is served with white rice, accompanied with lemon or lime.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3891.png
"640c2dd963a319ea671e3825",Apples,"A round fruit with a crisp, juicy flesh, often used in baking and cooking for its sweet flavor and firm texture",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3825.png
"640c2dd963a319ea671e3823",Single Cream,"A light cream with a fat content of around 18%, often used in cooking and baking to add richness and flavor",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3823.png
"640c2dd963a319ea671e383b",Ackee,"A fruit that is native to West Africa, but is also grown in the Caribbean, and is often used in traditional Jamaican dishes such as ackee and saltfish.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e383b.png
"640c2dd963a319ea671e36ad",Cold Water,Water that is at or below room temperature and has not been heated or warmed.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36ad.png
"640c2dd963a319ea671e3884",Gherkin Relish,"A relish is a cooked and pickled product made of chopped vegetables, fruits or herbs and is a food item typically used as a condiment to enhance a staple. Examples are chutneys and the North American relish, a pickled cucumber jam eaten with hot dogs or hamburgers.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3884.png
"640c2dd963a319ea671e36fb",Harissa Spice,"Harissa spice is a North African blend of spices that typically includes hot chili peppers, cumin, coriander, garlic, and caraway seeds. It is often used to flavor meat, vegetables, and stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36fb.png
"640c2dd963a319ea671e36c1",Dill,"An aromatic herb that is commonly used in European and Mediterranean cuisines. It has a fresh, tangy flavor that pairs well with fish, vegetables, and dips.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36c1.png
"640c2dd963a319ea671e377c",Thyme,"A fragrant herb with small, delicate leaves and a pungent flavor, commonly used in Mediterranean and French cuisines as a seasoning for meat, fish, and vegetables.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e377c.png
"640c2dd963a319ea671e387e",Bulgur Wheat,"Bulgur is a cereal food made from the cracked parboiled groats of several different wheat species, most often from durum wheat. It originates in Middle Eastern cuisine.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e387e.png
"640c2dd963a319ea671e36b9",Cumin Seeds,"The dried seeds of the cumin plant, commonly used as a spice in cooking. They have a warm, earthy flavor and are often used in Indian, Middle Eastern, and Mexican cuisine.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36b9.png
"640c2dd963a319ea671e382e",Star Anise,A star-shaped spice with a licorice-like flavor used in Chinese and Vietnamese cuisine.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e382e.png
"640c2dd963a319ea671e37b8",Fromage Frais,"A type of fresh, soft cheese that originated in France. Fromage frais has a tangy, creamy flavor and is often used in desserts or as a spread.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37b8.png
"640c2dd963a319ea671e380c",Hazlenuts,"",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e380c.png
"640c2dd963a319ea671e369e",Chocolate Chips,"Small, sweetened chocolate pieces that are commonly used in baking to add texture and flavor to desserts like cookies and cakes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e369e.png
"640c2dd963a319ea671e37ea",Wild Mushrooms,"Wild mushrooms are edible fungi that grow in the wild. They come in many different varieties and can be used in a variety of culinary applications, including soups, stews, sauces, and risottos.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37ea.png
"640c2dd963a319ea671e37cd",Pinto Beans,"Medium-sized beans with a speckled, reddish-brown color and mild, earthy flavor, commonly used in Mexican and Southwestern cuisine in dishes like chili and refried beans.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37cd.png
"640c2dd963a319ea671e388d",Sauerkraut,"Sauerkraut is finely cut raw cabbage that has been fermented by various lactic acid bacteria. It has a long shelf life and a distinctive sour flavor, both of which result from the lactic acid formed when the bacteria ferment the sugars in the cabbage leaves.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e388d.png
"640c2dd963a319ea671e3881",Sesame Seed Burger Buns,"A bun is a small, sometimes sweet, bread-based item or roll. Though they come in many shapes and sizes, they are most commonly hand-sized or smaller, with a round top and flat bottom. Buns are usually made from flour, sugar, milk, yeast and butter.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3881.png
"640c2dd963a319ea671e3759",Rolled Oats,"Whole oat groats that have been steamed and flattened with large rollers to create flakes that are often used in oatmeal, granola, and baked goods.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3759.png
"640c2dd963a319ea671e3819",Fruit Mix,"A blend of dried fruits such as raisins, currants, and candied peel used in baking and cooking",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3819.png
"640c2dd963a319ea671e3824",Red Wine Jelly,"A sweet, tangy jelly made from red wine, often served with cheese and crackers or as a glaze for meats",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3824.png
"640c2dd963a319ea671e386c",Rose water,"Rose water is a flavoured water made by steeping rose petals in water. Additionally, it is the hydrosol portion of the distillate of rose petals, a by-product of the production of rose oil for use in perfume. It is used to flavour food, as a component in some cosmetic and medical preparations, and for religious purposes throughout Europe and Asia.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e386c.png
"640c2dd963a319ea671e3789",Vegetable Oil,"A type of oil derived from plant sources, such as soybeans, corn, or sunflower seeds, that is commonly used in cooking and baking due to its neutral flavor and high smoke point.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3789.png
"640c2dd963a319ea671e387b",Sriracha,"Sriracha is a type of hot sauce or chili sauce made from a paste of chili peppers, distilled vinegar, garlic, sugar, and salt.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e387b.png
"640c2dd963a319ea671e37f1",Mixed Grain,"A blend of two or more types of grains such as wheat, barley, oats, and rice that is often used in salads, soups, and stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37f1.png
"640c2dd963a319ea671e383a",Salt Cod,"Cod that has been preserved by salting and drying, commonly used in Mediterranean and Latin American cuisine.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e383a.png
"640c2dd963a319ea671e3813",Marzipan,"A sweet paste made from ground almonds and sugar, often used in cakes and pastries for decoration.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3813.png
"640c2dd963a319ea671e385b",Smoked Salmon,"Smoked salmon is a preparation of salmon, typically a fillet that has been cured and hot or cold smoked. Due to its moderately high price, smoked salmon is considered a delicacy. Although the term lox is sometimes applied to smoked salmon, they are different products.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e385b.png
"640c2dd963a319ea671e3705",Jasmine Rice,A type of long-grain rice that has a subtle floral aroma and a slightly sticky texture when cooked.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3705.png
"640c2dd963a319ea671e3828",Unsalted Butter,"Butter made from cream that has been separated from milk and churned, without any added salt",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3828.png
"640c2dd963a319ea671e375f",Salted Butter,"Butter that has been mixed with salt, commonly used in cooking and baking to add flavor and richness to dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e375f.png
"640c2dd963a319ea671e37b7",Crusty Bread,"Bread that has a hard crust and a soft, chewy interior. Crusty bread is often used for sandwiches or served with soups and stews.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37b7.png
"640c2dd963a319ea671e381c",Glace Cherry,A candied cherry that has been preserved in sugar syrup and used in baking and decorating desserts,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e381c.png
"640c2dd963a319ea671e3887",Warm Water,"Water is an inorganic, transparent, tasteless, odorless, and nearly colorless chemical substance, which is the main constituent of Earth's hydrosphere and the fluids of most living organisms. It is vital for all known forms of life, even though it provides no calories or organic nutrients. Its chemical formula is H2O, meaning that each of its molecules contains one oxygen and two hydrogen atoms, connected by covalent bonds. Water is the name of the liquid state of H2O at standard ambient temperature and pressure. It forms precipitation in the form of rain and aerosols in the form of fog. Clouds are formed from suspended droplets of water and ice, its solid state. When finely divided, crystalline ice may precipitate in the form of snow. The gaseous state of water is steam or water vapor. Water moves continually through the water cycle of evaporation, transpiration (evapotranspiration), condensation, precipitation, and runoff, usually reaching the sea.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3887.png
"640c2dd963a319ea671e36aa",Coconut Cream,"A thick, rich cream made from coconut meat, commonly used in Thai and other Southeast Asian cuisine to add flavor and texture to dishes.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36aa.png
"640c2dd963a319ea671e36bc",Dark Soft Brown Sugar,"Similar to dark brown sugar, but with a higher moisture content and softer texture. It is also rich in molasses and has a deep, complex flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36bc.png
"640c2dd963a319ea671e36b1",Coriander Seeds,"The dried seeds of the coriander plant, commonly used as a spice in cooking. They have a slightly sweet, citrusy flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36b1.png
"640c2dd963a319ea671e36db","Free-range Eggs, Beaten",Chicken eggs from free-range chickens that have been whisked together until the whites and yolks are fully mixed.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36db.png
"640c2dd963a319ea671e365d",Beef,"Beef is the culinary name for meat from cattle, particularly skeletal muscle. Humans have been eating beef since prehistoric times. Beef is a source of high-quality protein and nutrients. Most beef skeletal muscle meat can be used as is by merely cutting into certain parts, such as roasts, short ribs or steak (filet mignon, sirloin steak, rump steak, rib steak, rib eye steak, hanger steak, etc.), while other cuts are processed (corned beef or beef jerky). Trimmings, on the other hand, are usually mixed with meat from older, leaner (therefore tougher) cattle, are ground, minced or used in sausages. The blood is used in some varieties called blood sausage. Other parts that are eaten include other muscles and offal, such as the oxtail, liver, tongue, tripe from the reticulum or rumen, glands (particularly the pancreas and thymus, referred to as sweetbread), the heart, the brain (although forbidden where there is a danger of bovine spongiform encephalopathy, BSE, commonly referred to as mad cow disease), the kidneys, and the tender testicles of the bull (known in the United States as calf fries, prairie oysters, or Rocky Mountain oysters). Some intestines are cooked and eaten as is, but are more often cleaned and used as natural sausage casings. The bones are used for making beef stock.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e365d.png
"640c2dd963a319ea671e3763",Semi-skimmed Milk,"Semi-skimmed milk is a type of milk that has had some, but not all, of the cream removed. It typically has a lower fat content than whole milk, but is not as low in fat as skimmed milk.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3763.png
"640c2dd963a319ea671e37bf",Apricot,"Fruit with a soft, velvety skin and a sweet, juicy flesh, commonly eaten fresh or dried.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37bf.png
"640c2dd963a319ea671e378c",Vinaigrette Dressing,"A sauce made with oil, vinegar, and seasonings, used as a dressing for salads or as a marinade for meats and vegetables.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e378c.png
"640c2dd963a319ea671e37a9",Baby Squid,"Young, small-sized squid that are tender and flavorful, often grilled or sautéed and served as a seafood appetizer.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37a9.png
"640c2dd963a319ea671e37b5",Linguine Pasta,"A long, thin pasta noodle that is similar to spaghetti, but wider. Linguine is often served with seafood or tomato-based sauces.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e37b5.png
"640c2dd963a319ea671e3737",Parmigiano-reggiano,See Parmesan.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3737.png
"640c2dd963a319ea671e388e",Caraway Seed,"Caraway, also known as meridian fennel and Persian cumin (Carum carvi), is a biennial plant ... For example, it is used in goulash, sauerkraut, and caraway seed cake. The roots may be cooked as a vegetable like parsnips or carrots",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e388e.png
"640c2dd963a319ea671e3677",Brandy,"A type of distilled spirit made from wine or fermented fruit juice, often aged in oak barrels to give it a smooth, mellow flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3677.png
"640c2dd963a319ea671e36d6",Flax Eggs,A vegan egg substitute made from ground flaxseed and water. Used in baking as a binding agent.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36d6.png
"640c2dd963a319ea671e3780",Toor Dal,"Also known as pigeon peas, a type of legume commonly used in Indian and African cuisines, often cooked into stews, soups, and curries.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3780.png
"640c2dd963a319ea671e3816",Baked Beans,"Haricot beans cooked in a tomato sauce, often served as a side dish or as part of a full English breakfast.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3816.png
"640c2dd963a319ea671e36f0",Greek Yogurt,"A thick and creamy yogurt that has been strained to remove excess whey, resulting in a tangy and slightly tart flavor.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36f0.png
"640c2dd963a319ea671e36c9",Egg Yolks,"",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36c9.png
"640c2dd963a319ea671e370e",Lasagne Sheets,"Flat, rectangular pieces of pasta that are used to make lasagne, a popular Italian dish that typically consists of layers of pasta, meat, sauce, and cheese.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e370e.png
"640c2dd963a319ea671e385d",Rice Krispies,"Rice Krispies (also known as Rice Bubbles in Australia and New Zealand) is a breakfast cereal marketed by Kellogg's in 1927 and released to the public in 1928. Rice Krispies are made of crisped rice (rice and sugar paste that is formed into rice shapes or ""berries"", cooked, dried and toasted), and expand forming very thin and hollowed out walls that are crunchy and crisp. When milk is added to the cereal the walls tend to collapse, creating the ""Snap, crackle and pop"" sounds. Rice Krispies cereal has a long advertising history, with the elf cartoon characters Snap, Crackle and Pop touting the brand. In 1963, The Rolling Stones recorded a short song for a Rice Krispies television advertisement.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e385d.png
"640c2dd963a319ea671e3791",White Fish,"Any fish with white flesh, such as cod, haddock, or tilapia, often used in cooking for its mild flavor and versatility.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3791.png
"640c2dd963a319ea671e3781",Tuna,"A saltwater fish with firm, meaty flesh, commonly used in a variety of cuisines, including sushi, salads, and sandwiches.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3781.png
"640c2dd963a319ea671e369a",Chilled Butter,Butter that has been chilled or kept in the refrigerator. It is often used in pastry doughs or other baked goods to create a flaky texture.,https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e369a.png
"640c2dd963a319ea671e36ce",Fajita Seasoning,"A blend of spices typically used to season chicken, beef, or vegetable fajitas. The seasoning usually includes chili powder, cumin, garlic powder, and paprika.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e36ce.png
"640c2dd963a319ea671e3880",Dill Pickles,"A pickled cucumber is a cucumber that has been pickled in a brine, vinegar, or other solution and left to ferment for a period of time, by either immersing the cucumbers in an acidic solution or through souring by lacto-fermentation. Pickled cucumbers are often part of mixed pickles.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e3880.png
"640c2dd963a319ea671e368d",Charlotte Potatoes,"Small, waxy potatoes with a creamy texture and delicate skin. They are ideal for boiling, roasting, and salads.",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e368d.png
"640c2dd963a319ea671e381a",Dried Fruit,"Fruit that has been dried to remove most of its water content, often used in baking, cooking, and snacking",https://ftp.goit.study/img/so-yummy/ingredients/640c2dd963a319ea671e381a.png
